"journal","community"
"CAN J PLANT PATHOL",15
"EARTH SYST DYNAM",5
"ENERGY SUSTAIN DEV",37
"FOREST CHRON",6
"GEOARCHAEOLOGY",50
"J AGROMETEOROL",15
"J BUILD PERFORM SIMU",37
"J GEOGR SYST",18
"J INT SCI VIGNE VIN",23
"J NAT FIBERS",85
"MOKUZAI GAKKAISHI",79
"NORTHWEST SCI",6
"WATER ENVIRON J",14
"WEATHER",5
"AGR HIST",46
"ANN SCI",58
"CONTINUITY CHANGE",46
"ECON HIST REV",46
"GEOGR ANN B",18
"ISIS",58
"J ECON HIST",46
"J GILDED AGE PROGR E",46
"J HIST GEOGR",18
"J INTERDISCIPL HIST",46
"LAW HIST REV",46
"NAT RESOUR J",14
"SCANDIA",58
"TECHNOL CULT",58
"ANTIPODE",18
"AUST GEOGR",18
"ENVIRON PLANN D",18
"ENVIRON VALUE",18
"FOOD CULT SOC",18
"GLOBALIZATIONS",18
"NEW ZEAL GEOGR",18
"RURAL SOCIOL",18
"SOC ANIM",31
"BRAZ J POULTRY SCI",31
"J PLANT BIOL",15
"KOREAN J FOOD SCI AN",23
"AUSTRALAS J ENV MAN",18
"ERWERBS-OBSTBAU",23
"GEOGR J",18
"GEOGR REV",18
"INT SUGAR J",15
"REV AQUACULT",6
"WEATHER CLIM SOC",5
"ASIA PAC VIEWP",18
"BIOREMEDIAT J",14
"CIENC TEC VITIVINIC",23
"J FOOD NUTR RES",23
"VITIS",23
"REV FITOTEC MEX",15
"ANN FOR RES",6
"ANTHROPOL NOTEB",50
"AUSTRIAN J FOR SCI",6
"ENVIRONMENT",18
"J ETHNOBIOL",50
"SOUTH FORESTS",6
"CALIF AGR",15
"FUNCT INTEGR GENOMIC",15
"HEREDITAS",15
"J JPN SOC HORTIC SCI",15
"J PLANT REGIST",15
"NAT AREA J",6
"Z ARZNEI- GEWURZPFLA",23
"IEEE INTELL SYST",30
"INT J TECHNOL DES ED",20
"ELECTR ENG JPN",56
"FLUID DYNAM+",43
"HIGH TEMP+",43
"IEEE AERO EL SYS MAG",27
"INT J ENGINE RES",43
"INT J NAV ARCH OCEAN",81
"J ELECTR ENG TECHNOL",56
"J ENG THERMOPHYS-RUS",43
"J OFFSHORE MECH ARCT",81
"J SHIP RES",81
"KERNTECHNIK",82
"P I MECH ENG A-J POW",37
"PROG NUCL ENERG",82
"QUAL RELIAB ENG INT",24
"QUANT INFR THERM J",43
"SCI TECHNOL ENERG MA",43
"SHIPS OFFSHORE STRUC",81
"TECHNOMETRICS",24
"TEK DERGI",19
"PERFILES LATINOAM",17
"CHEM ENG-NEW YORK",14
"EUR J CONTROL",45
"J CAN PETROL TECHNOL",84
"J ENERG RESOUR-ASME",37
"J ENHANC HEAT TRANSF",37
"J NON-EQUIL THERMODY",37
"MATH COMP MODEL DYN",45
"SPE DRILL COMPLETION",84
"ARCH PSYCHOL RELIG",9
"CULT STUD",53
"HIV CLIN TRIALS",13
"J HUMANIST PSYCHOL",9
"PERSPECT SEX REPRO H",3
"STUD FAMILY PLANN",21
"BIOSOCIETIES",58
"CHINESE SOCIOL REV",21
"ETHIOP J HEALTH DEV",13
"SOCIOL SPORT J",21
"AM BIOL TEACH",20
"CAN J INFECT DIS MED",13
"CYTOM PART B-CLIN CY",10
"ILAR J",1
"MYCOSCIENCE",74
"ANN CLIN MICROB ANTI",13
"B ECON RES",7
"BIOMETRICAL J",24
"EPIDEMICS-NETH",13
"EUR J HOSP PHARM-S P",3
"IET SYST BIOL",1
"INT J BIOMATH",8
"J POPUL ECON",7
"MED MALADIES INFECT",13
"MOD CHINA",17
"REV ESP QUIM",13
"TRANSPL IMMUNOL",35
"VITAE-COLUMBIA",23
"BEHAV INTERVENT",65
"J CHILD LANG",9
"REM SPEC EDUC",20
"RES PRACT PERS SEV D",20
"REHABILITATION",3
"AKTUEL UROL",49
"P ACAD NAT SCI PHILA",6
"QUAT GEOCHRONOL",5
"T ROY SOC SOUTH AUST",6
"BIOMED RES-TOKYO",1
"CORRESP MHDN",3
"INTERNIST",3
"ALTERN THER HEALTH M",23
"COMPARATIVE MED",31
"ECON EDUC REV",7
"ERNAHRUNGS UMSCHAU",3
"GENE EXPRESSION",1
"J LEGAL MED",3
"CONTRIB DISCRET MATH",44
"REP MATH LOGIC",68
"INT J COMPUT GEOM AP",44
"ANN THORAC CARDIOVAS",3
"DIABETOLOGE",3
"ESOPHAGUS-TOKYO",16
"INT J PSYCHOANAL",77
"SURG PRACT",16
"ISR J AQUACULT-BAMID",6
"CLIN EPIGENETICS",1
"CLIN EXP MED",1
"ENVIRON PROT ENG",14
"MED LETT DRUGS THER",3
"FOREST PATHOL",15
"HIST POLIT ECON",96
"J HERB MED",23
"ALTERNATIVES",17
"BIJDR TAAL-LAND-V",50
"CAN J SOCIOL",21
"INT POLITICS",17
"INT RELAT",17
"INT SOCIOL",21
"INT STUD PERSPECT",17
"INT THEOR",17
"MILLENNIUM-J INT ST",17
"POLITICS-OXFORD",17
"SECUR DIALOGUE",17
"T I BRIT GEOGR",18
"ULUSLAR ILISKILER",17
"DISCOURSE STUD",29
"STAT BIOPHARM RES",24
"BODY SOC",18
"STAT APPL GENET MOL",1
"AM ANN DEAF",51
"CHILD LANG TEACH THE",51
"COMMUN DISORD Q",51
"LANG AWARE",29
"LANG COMMUN",29
"LANG SPEECH HEAR SER",51
"AM ANTIQUITY",50
"AM SPEECH",29
"ANTHROPOL EDUC QUART",29
"ANTHROPOL FORUM",50
"ANTHROPOL SCI",50
"ANTHROPOL THEOR",50
"ARCHAEOL ANTHROP SCI",50
"ARCHAEOL OCEAN",50
"ARCTIC ANTHROPOL",50
"ASIA PAC J ANTHROPOL",50
"ASIAN STUD REV",17
"AUST J LINGUIST",29
"B LAT AM RES",18
"BMGN",46
"CHILDHOOD",71
"CHUNGARA",50
"CULT ANTHROPOL",50
"DISCOURSE SOC",29
"DREAMING",9
"ENDEAVOUR",58
"ETHNICITIES",21
"ETHNOHISTORY",50
"EUR J CULT STUD",53
"FEMINIST REV",21
"FUNCT LANG",29
"GENDER PLACE CULT",18
"GEOGR RES-AUST",18
"IDENTITIES-GLOB STUD",21
"INT J AM LINGUIST",29
"J ANTHROPOL ARCHAEOL",50
"J ARCHAEOL METHOD TH",50
"J ASIAN STUD",46
"J BALTIC STUD",50
"J CONSUM CULT",12
"J ECON SOC HIST ORIE",46
"J HUM RESOUR",7
"J HUM RIGHTS",17
"J LINGUIST ANTHROPOL",29
"J MAT CULT",50
"J MULTILING MULTICUL",29
"J SOCIOL",21
"J SOCIOLING",29
"J SOUTHEAST ASIAN ST",46
"LANG INTERCULT COMM",29
"LANG LEARN",29
"NARRAT INQ",29
"NEW GENET SOC",58
"OCEANIA",50
"PHILOS SOC SCI",21
"POLAR-POLIT LEG ANTH",50
"PRAGMATICS",29
"SOC SCI HIST",46
"SOC SEMIOT",53
"STUD PHILOS EDUC",20
"SYMB INTERACT",21
"TEACH SOCIOL",21
"THEOR CULT SOC",18
"TOURISM GEOGR",70
"VISUAL COMMUN-US",53
"ANTHROPOLOGIE",50
"ARCHAEOL PROSPECT",50
"AUST ARCHAEOL",50
"KNOWL ORGAN",57
"LIT LINGUIST COMPUT",29
"INT INSOLV REV",48
"J FINANC STABIL",7
"MICH LAW REV",48
"SUPREME COURT REV",48
"AM BEE J",6
"AM J COMP LAW",48
"ANTHROZOOS",31
"ASIAN J WOMEN STUD",21
"AUST J EARLY CHILD",20
"COMUNICAR",102
"CONTEMP SOCIOL",21
"EDUC FINANC POLICY",7
"EDUC URBAN SOC",20
"FORUM-J APPL RES CON",17
"GENDER EDUC",20
"GER POLIT",17
"GLOBAL ENVIRON POLIT",18
"HOUS POLICY DEBATE",18
"INFORM CULT",57
"INT SECURITY",17
"INTEGR PSYCHOL BEHAV",9
"J BLACK PSYCHOL",9
"J CONTEMP ASIA",17
"J TOUR CULT CHANGE",70
"JOURNALISM STUD",53
"MEAS EVAL COUNS DEV",9
"NEW POLIT ECON",17
"QUAL SOCIOL",21
"REV ESTUD SOC",21
"REV RES EDUC",20
"SCI CULT-UK",58
"SCI SOC",18
"SOCIOL QUART",21
"TELEV NEW MEDIA",53
"TIJDSCHR COMMUNWET",53
"J RES SCI TEACH",20
"PHYS REV SPEC TOP-PH",20
"ANTITRUST LAW J",48
"DENVER U LAW REV",48
"PIGM RESIN TECHNOL",2
"REFRACT IND CERAM+",2
"COLUMBIA J LAW SOC P",48
"MIL LAW REV",48
"ANNU REV ECON",7
"BROOKINGS PAP ECO AC",7
"CAN J ECON",7
"ECON MEX",7
"ECONOMETRICA",7
"ECONOMICA",7
"EXP ECON",7
"EXPLOR ECON HIST",46
"INT ECON REV",7
"J CONSUM AFF",12
"J ECON PERSPECT",7
"J ECON SURV",7
"J EDUC BEHAV STAT",62
"J EUR ECON ASSOC",7
"J HUM CAPITAL",7
"J JPN INT ECON",7
"J POLIT ECON",7
"J REGIONAL SCI",7
"J URBAN ECON",7
"OXFORD B ECON STAT",7
"QUANT ECON",7
"REV DEV ECON",7
"REV ECON STUD",7
"CESIFO ECON STUD",7
"ECON GOV",7
"J BUS ECON STAT",7
"J MONETARY ECON",7
"JPN WORLD ECON",7
"AM ECON J-MACROECON",7
"BE J MACROECON",7
"ECON TRANSIT",7
"IMF ECON REV",7
"INT FINANC",7
"INT J CENT BANK",7
"J APPL ECONOMET",7
"J ECON EDUC",7
"J ECON GROWTH",7
"J FINANC INTERMED",7
"J MACROECON",7
"J POST KEYNESIAN EC",7
"MACROECON DYN",7
"MANCH SCH",7
"OXFORD REV ECON POL",7
"REV ECON DYNAM",7
"REV INT ECON",7
"SOC RES",99
"AM ECON J-MICROECON",7
"ECON THEOR",7
"J ECON",7
"REV NETW ECON",7
"THEOR ECON",7
"ANN ECON FINANC",7
"ASIAN ECON POLICY R",7
"ASIAN-PAC ECON LIT",7
"ASSIST TECHNOL",4
"AUST ECON PAP",7
"B INDONES ECON STUD",7
"BALT J ECON",7
"BE J ECON ANAL POLI",7
"BE J THEOR ECON",7
"BER WISSGESCH",58
"CAMB J REG ECON SOC",18
"CAN J DEV STUD",18
"CAN J POLIT SCI",17
"CAN J STAT",24
"CAN REV SOCIOL",21
"CAN STUD POPUL",21
"CHINA INT J",17
"CHINA QUART",17
"CHINA WORLD ECON",7
"CLIOMETRICA",46
"COMPET POLICY INT",48
"COMPUT ECON",7
"CRIT REV",17
"CURR PERSPECT SOC TH",21
"DEFENCE PEACE ECON",17
"EASTERN EUR ECON",7
"ECON J WATCH",7
"ECON PHILOS",7
"ECON POLICY",7
"ECON POLIT-ITALY",7
"ECON POLIT-OXFORD",7
"ECON REC",7
"ECON SYST RES",18
"ECON SYST",7
"ECONOMET J",7
"ECONOMET REV",7
"ECONOMIST-NETHERLAND",7
"EDUC LEADERSHIP",20
"EDUC RESEARCHER",20
"EMPIRICA",7
"ENERG EFFIC",37
"ENERG ENVIRON-UK",37
"ENERG J",37
"ENERG SOURCE PART B",37
"ENG ECON",25
"ENTERP SOC",46
"EUR J HIST ECON THOU",96
"EUR J INT LAW",67
"EUR REV ECON HIST",46
"EURE",18
"FED RESERVE BANK ST",7
"FINANC UVER",7
"FINANZARCHIV",7
"FISC STUD",7
"FUZZY OPTIM DECIS MA",25
"GENEVA RISK INS REV",7
"GEOGR ANAL",18
"GER ECON REV",7
"GEST POLIT PUBLICA",18
"HACIENDA PUBLICA ESP",7
"HARVARD EDUC REV",20
"HIST ECON IDEAS",96
"HITOTSUB J ECON",7
"INDEP REV",69
"INF ECON POLICY",7
"INQUIRY-J HEALTH CAR",3
"INT ENVIRON AGREEM-P",18
"INT J ECON THEORY",7
"INT J FINANC ECON",7
"INT J HEALTH CARE FI",3
"INT J STRATEG PROP M",25
"INT J TRANSP ECON",55
"INT J UNCERTAIN FUZZ",25
"INT LABOUR REV",7
"INT REGIONAL SCI REV",18
"INTERFACES",25
"INVEST ECON-MEX",7
"IRISH POLIT STUD",17
"J ADV TRANSPORT",55
"J AM PLANN ASSOC",18
"J APPL ECON",7
"J CONTEMP CHINA",17
"J EAST ASIAN STUD",17
"J ECON INEQUAL",7
"J ENVIRON POL PLAN",18
"J FINANC ECONOMET",7
"J FINANC MARK",7
"J FUTURES MARKETS",7
"J HIST ECON THOUGHT",96
"J HOUS ECON",7
"J HUM DEV CAPABIL",18
"J IND ECON",7
"J INT ECON LAW",67
"J INT TRADE ECON DEV",7
"J INTELL TRANSPORT S",55
"J LEGAL STUD",48
"J MATH PSYCHOL",9
"J MEDIA ECON",7
"J PLAN LIT",18
"J POLIT PHILOS",69
"J PROD ANAL",7
"J PUBLIC ECON THEORY",7
"J RES EDUC EFF",20
"J RISK INSUR",7
"J S ASIAN DEV",17
"J SPORT ECON",7
"J THEOR POLIT",17
"J TRANSP ECON POLICY",55
"JPN J POLIT SCI",17
"JUVENILE FAM COURT J",71
"KOREA OBS",73
"KOREAN ECON REV",7
"LANG PROBL LANG PLAN",29
"LAT AM RES REV",17
"LEGIS STUD QUART",17
"MAR RESOUR ECON",7
"MATH SOC SCI",7
"METROECONOMICA",7
"MOD LAW REV",67
"MON LABOR REV",7
"PAC ECON REV",7
"POLIT ANAL",17
"POLIT PHILOS ECON",69
"POLIT SCI QUART",17
"POPULATION",21
"PORT ECON J",7
"POST-SOV AFF",17
"PROF GEOGR",18
"Q J POLIT SCI",17
"QME-QUANT MARK ECON",12
"REAL ESTATE ECON",7
"RECH ECON LOUVAIN",7
"RES EVALUAT",57
"REV ECON APL-SPAIN",7
"REV ECON DES",7
"REV HIST ECON",46
"REV IND ORGAN",7
"REV INT ORGAN",17
"REV INT SOCIOL",21
"REV RADICAL POL ECON",18
"REV WORLD ECON",7
"ROM J ECON FORECAST",7
"SCOT J POLIT ECON",7
"SE EUR BLACK SEA STU",17
"SOC CHOICE WELFARE",7
"SOC SCI JPN J",21
"SOCIETY",21
"SPAT ECON ANAL",7
"STATA J",7
"STUD NONLINEAR DYN E",7
"THEOR DECIS",7
"TRANSPORTMETRICA B",55
"URBAN EDUC",20
"WORLD TRADE REV",67
"Z EVAL",57
"AUST EDUC RES",20
"BEHAV DISORDERS",20
"BRIT J MUSIC EDUC",90
"EDUC STUD-UK",20
"ENSEN CIENC",20
"EUR J TEACH EDUC",20
"EUR PHYS EDUC REV",40
"EXCEPTIONALITY",20
"GIFTED CHILD QUART",20
"J ADOLESC ADULT LIT",20
"J DISABIL POLICY STU",20
"J EDUC POLICY",20
"J EDUC PSYCHOL CONS",20
"J EDUC TEACHING",20
"J LEARN SCI",20
"J LIT RES",20
"J POSIT BEHAV INTERV",20
"J RES MATH EDUC",20
"J SECOND LANG WRIT",29
"JPN J EDUC PSYCHOL",20
"LANG EDUC-UK",29
"LEARN DISABIL RES PR",20
"LEARN DISABILITY Q",20
"LITERACY",20
"MATH THINK LEARN",20
"MIND CULT ACT",20
"PEDAGOG STUD",20
"PHI DELTA KAPPAN",20
"RACE ETHNIC EDUC-UK",20
"READ RES QUART",20
"READ TEACH",20
"READ WRIT Q",20
"RES SCI TECHNOL EDUC",20
"RES TEACH ENGL",20
"REV SOC POLIT",20
"SCH EFF SCH IMPROV",20
"SCI EDUC",20
"SCI STUD READ",20
"STUD SCI EDUC",20
"TEACH PSYCHOL",9
"TECHNOL PEDAGOG EDUC",20
"TESOL QUART",29
"Z ENTWICKL PADAGOGIS",9
"Z PADAGOGIK",20
"Z SOZIOL ERZIEH SOZI",21
"CONTEMP PACIFIC",50
"CONTRIB INDIAN SOC",18
"CRIT INQUIRY",73
"EUR HIST Q",46
"INT J BILING EDUC BI",29
"INT J CULTURAL STUD",53
"INT J MIDDLE E STUD",17
"J HIST SOCIOL",50
"J ISR HIST",50
"J MIDDLE E WOMENS ST",21
"J SOC HIST",46
"MOD ASIAN STUD",46
"MULTILINGUA",29
"SOULS",21
"SPAN CONTEXT",29
"URBAN GEOGR",18
"Z ETHNOL",50
"CLEV CLIN J MED",3
"AM FERN J",6
"NEW ZEAL J BOT",6
"ANGIOLOGY",3
"CARDIORENAL MED",35
"CIRC-CARDIOVASC INTE",3
"CURR PROB CARDIOLOGY",3
"ELECTR COMMUN JPN",2
"HELL J CARDIOL",3
"INT J DIABETES DEV C",3
"J BIOPHARM STAT",24
"J HEART VALVE DIS",3
"J INTERV CARDIOL",3
"J MUSIC THER",90
"JACC-CARDIOVASC INTE",3
"LABMEDICINE",3
"MAGNESIUM RES",3
"MINERVA CARDIOANGIOL",3
"NOTARZT",3
"RES SPORTS MED",40
"SANG THROMB VAISS",3
"STAT METHODS MED RES",24
"TEX HEART I J",3
"THEOR MED BIOETH",3
"AUSTRIAN HIST YEARB",46
"B HIST MED",58
"BRIT J HIST SCI",58
"CENT EUR HIST",46
"CORNELL LAW REV",48
"DIFFERENCES",73
"DIPLOMATIC HIST",46
"EUR J ENGL STUD",29
"FR HIST",46
"GER HIST",46
"HIST CRITICA",58
"HIST EDUC",97
"HIST PSYCHOL",9
"HIST WORKSHOP J",46
"INT REV SOC HIST",46
"ITINERARIO",46
"J AM HIST",46
"J BRIT STUD",46
"J CONTEMP HIST",46
"J FAM HIST",46
"J GLOBAL HIST",46
"J HIST SEXUALITY",46
"J MOD HIST",46
"J POLICY HIST",17
"LABOUR-TRAVAIL",46
"NWIG-NEW W INDIAN GU",46
"PAST PRESENT",46
"POLIT THEORY",69
"S ATL Q",73
"SCOT HIST REV",46
"SLAVIC REV",46
"STUD AM POLIT DEV",17
"WAR SOC",46
"COUNS PSYCHOL",9
"FOREST PROD J",79
"LANDBAUFORSCHUNG-GER",31
"NAT RESOUR MODEL",6
"SOUTH J APPL FOR",6
"GLQ-J LESBIAN GAY ST",73
"PUBLIC HEALTH ETH-UK",3
"AM MIDL NAT",6
"BIOL DIRECT",1
"BRYOLOGIST",74
"CASTANEA",6
"CRYPTOGAMIE BRYOL",74
"CRYPTOGAMIE MYCOL",74
"DNA RES",1
"ENVIRONMETRICS",24
"FIRE ECOL",6
"FOTTEA",6
"HERZOGIA",74
"INT J GENOMICS",1
"INT J MIN RECLAM ENV",14
"MADERA BOSQUES",6
"P ENTOMOL SOC WASH",6
"PALAEONTOGR ABT B",5
"PERSOONIA",74
"STUD MYCOL",74
"SYDOWIA",74
"SYST APPL MICROBIOL",1
"WULFENIA",6
"CELL BIOSCI",1
"LIFETIME DATA ANAL",24
"AM J CLIN HYPN",105
"AUST ABORIG STUD",50
"AUST J PRIM HEALTH",3
"CEREAL FOOD WORLD",23
"CURR TOP NUTRACEUT R",3
"DEUT LEBENSM-RUNDSCH",23
"EXERC IMMUNOL REV",40
"FLUORIDE",38
"FOOD SCI TECHNOL INT",23
"FOOD TECHNOL-CHICAGO",3
"HOMO",50
"INDIAN J MICROBIOL",14
"INT J DAIRY TECHNOL",23
"INT J VITAM NUTR RES",3
"J AVIAN MED SURG",31
"J FOOD QUALITY",23
"J JPN SOC FOOD SCI",23
"J OIL PALM RES",23
"J VERBRAUCH LEBENSM",23
"N AM J AQUACULT",6
"PROG NUTR",3
"QUAL ASSUR SAF CROP",23
"RIV ITAL SOSTANZE GR",23
"TRACE ELEM ELECTROLY",38
"CANCER RES TREAT",10
"STAT INTERFACE",24
"FORENSIC SCI INT-GEN",75
"J HISTOTECHNOL",1
"J MYCOL MED",13
"MED MOL MORPHOL",1
"TRANSFUS CLIN BIOL",80
"AUST NZ J FAM THER",11
"J MULTICULT COUNS D",9
"REV RELIG RES",21
"SMITH COLL STUD SOC",71
"STAT MODEL",24
"AM J INT LAW",67
"CAMB LAW J",69
"EUR BUS ORGAN LAW RE",48
"EUR CONST LAW REV",67
"FEM LEGAL STUD",21
"HAGUE J RULE LAW",17
"J INT CRIM JUSTICE",67
"LEIDEN J INT LAW",67
"NETH Q HUM RIGHTS",67
"REV CHIL DERECH-PUCC",110
"REV ESTUD POLIT",17
"STANFORD J INT LAW",67
"J PERIANESTH NURS",3
"AUST ENDOD J",39
"EUR J ONCOL",10
"EDUC CHANGE",20
"J EDUC MEAS",62
"INT MICROBIOL",1
"J GEN APPL MICROBIOL",1
"MADERAS-CIENC TECNOL",79
"MITT KLOSTERNEUBURG",23
"PHYTOPATHOL MEDITERR",15
"AM STAT",24
"ANN HUM GENET",1
"BAYESIAN ANAL",24
"BIOSTATISTICS",24
"INT J BIOSTAT",24
"J WATER HEALTH",14
"J WATER SANIT HYG DE",14
"R J",24
"REV CIENT-FAC CIEN V",31
"J FAM STUD",9
"THER FAM",11
"J LAT AM STUD",17
"PUBLIC CULTURE",50
"ANIM BIOTECHNOL",31
"BALK J MED GENET",1
"BIODATA MIN",1
"BIOTECHNIQUES",1
"CULT GEOGR",18
"DYSLEXIA",20
"EPIGENET CHROMATIN",1
"EXP ANIM TOKYO",1
"GENES GENET SYST",1
"GENET COUNSEL",1
"GENET RES",1
"J FLUENCY DISORD",51
"MED GENET-BERLIN",1
"MOBILE DNA-UK",1
"SEX DEV",1
"TOP COMPANION ANIM M",31
"AUST J ADV NURS",3
"FOOD ADDIT CONTAM B",23
"MED PROBL PERFORM AR",40
"FOOD ENVIRON VIROL",23
"ASIA PAC LAW REV",67
"ASIAN J SOC SCI",21
"ASIAN PERSPECT-SEOUL",17
"CHIN J INT LAW",67
"COMMON MKT LAW REV",67
"ETHICS GLOB POLIT",69
"FOREIGN POL ANAL-US",17
"INT J MAR COAST LAW",67
"J AFR LAW",67
"J E ASIA INT LAW",67
"J ENVIRON LAW",67
"J WORLD ENERGY LAW B",67
"OCEAN DEV INT LAW",67
"PHILOS PUBLIC AFF",69
"BIOL PROCED ONLINE",1
"CUAJ-CAN UROL ASSOC",49
"NEPHRON EXP NEPHROL",35
"HIROSHIMA MATH J",8
"HIST PHILOS LOGIC",68
"IMA J MATH CONTROL I",45
"CONCEPT MAGN RESON B",26
"NURS HIST REV",58
"EDUC TRAIN AUTISM DE",20
"FOCUS AUTISM DEV DIS",65
"HONG KONG J OCCUP TH",65
"OCUL SURF",41
"FAM LAW QUART",21
"J PAC RIM PSYCHOL",9
"CELL DIV",1
"CELL STRUCT FUNCT",1
"ESSAYS BIOCHEM",1
"HIST AGRAR",46
"BRIT J PHILOS SCI",68
"HIST STUD NAT SCI",58
"IEEE ANTENN PROPAG M",52
"J GEOGR",18
"PHYS ESSAYS",2
"PHYS PERSPECT",58
"NEPHRON PHYSIOL",35
"ARCH ITAL BIOL",4
"PROG HISTOCHEM CYTO",1
"J FIELD ORNITHOL",6
"ASIAN SURV",17
"CHIN J INT POLIT",17
"COMP EUR POLIT",17
"COOP CONFL",17
"J HOMEL SECUR EMERG",64
"JOURNALISM",53
"JUSTICE SYST J",17
"KOREAN J DEF ANAL",17
"PAC FOCUS",17
"PARLIAMENT AFF",17
"PATTERNS PREJUDICE",21
"POLIT GENDER",17
"POLIT QUART",17
"POLIT STUD REV",17
"PROBL POST-COMMUNISM",17
"REV CIENC POLIT-SANT",17
"REV CLAD REFORMA DEM",64
"ROM J POLIT SCI",17
"STATE POLIT POLICY Q",17
"TERROR POLIT VIOLENC",17
"HUM ECOL REV",18
"INTERACT STUD",9
"CONTEMP PSYCHOANAL",77
"FORUM PSYCHOANAL",77
"GRUPPENPSYCHOTHER GR",11
"J ANAL PSYCHOL",77
"J REHABIL",108
"NEUROFORUM",4
"PSYCHE-Z PSYCHOANAL",77
"PSYCHOANAL DIALOGUES",77
"PSYCHOANAL INQ",77
"PSYCHOANAL QUART",77
"RIV PSICOANAL",77
"ANN DYSLEXIA",20
"COLOR RES APPL",98
"J HIST ASTRON",58
"AREA",18
"CRIT ASIAN STUD",17
"J ENVIRON EDUC",20
"J HIST MED ALL SCI",58
"METHODOLOGY-EUR",62
"NAT CULT",18
"RADIOPROTECTION",26
"SEMIN VASC SURG",72
"ATL GEOL",5
"EARTH SCI HIST",58
"ELEMENTS",5
"GEOCHEM PERSPECT",5
"PETROLOGY+",5
"RUSS J PAC GEOL",5
"SOLVENT EXTR ION EXC",14
"BOUNDARY TWO",73
"CHINA J",17
"CHINA REV",17
"DISP",18
"GAMES CULT",53
"HIST MATER",18
"HUM STUD",9
"INT J MARKET RES",12
"ISR AFF",17
"J LANG IDENTITY EDUC",29
"J LAW SOC",47
"J POP CULT",53
"LAT AM PERSPECT",18
"MEDITERR POLIT",17
"MON REV",18
"MONATS KRIMINOL",47
"PAC AFF",17
"PROG PLANN",18
"PUNISHM SOC",47
"Q J SPEECH",53
"SOC COMPASS",21
"SPACE CULT",18
"TYDSKR GEESTESWET",20
"LANG ACQUIS",29
"SPRACHE-STIMME-GEHOR",51
"HIGH ABIL STUD",40
"SPORT BIOMECH",40
"PHLEBOL-ANN VASC",72
"ENVIRON URBAN",18
"IN PRACTICE",31
"J CAMEL PRACT RES",31
"JPN J VET RES",31
"AM LAB",28
"LC GC EUR",28
"J CONCHOL",6
"NIPPON SUISAN GAKK",6
"CRYPTOLOGIA",30
"INT STAT REV",24
"INT T ELECTR ENERGY",56
"J MATH MUSIC",1
"MATH INTELL",8
"PROBL INFORM TRANSM+",27
"QUAL THEOR DYN SYST",8
"REV HIST MATH",103
"J FISH WILDL MANAG",6
"NORTH J APPL FOR",6
"B GEOL SOC DENMARK",5
"GEMS GEMOL",5
"GEOCHEM T",14
"J VOLCANOL SEISMOL+",5
"MIN PROC EXT MET REV",14
"OFIOLITI",5
"STUD CONSERV",79
"DEUT ENTOMOL Z",6
"ICHTHYOL EXPLOR FRES",6
"REV BRAS ORNITOL",6
"ZOOSYSTEMA",6
"ANZIAM J",8
"AQUAT MICROB ECOL",6
"ARCH NAT HIST",106
"INT J ODONATOL",6
"MAR COAST FISH",6
"CONTEMP POLIT THEORY",69
"INT POLIT-OSLO",17
"LAW PHILOS",69
"REV CENT E EUR LAW",17
"REV ETUD COMP EST-O",17
"ROM J INF SCI TECH",17
"SURVIVAL",17
"BRIT J RELIG EDUC",99
"CHILD SOC",71
"EDUC PHILOS THEORY",20
"EDUC XX1",83
"ELT J",29
"EMPIR STUD ARTS",9
"HYPATIA",69
"INFANC APRENDIZ",83
"INT J EDUC VOCAT GUI",12
"J ACAD LIBR",57
"J CONSTR PSYCHOL",9
"J EMPLOYMENT COUNS",12
"J PSYCHOEDUC ASSESS",20
"LANG TEACH RES",29
"WRIT COMMUN",29
"SCI CONTEXT",58
"CALIDOSCOPIO",29
"CRIT STUD MEDIA COMM",53
"ENG STUD",1
"ERDE",18
"GEOGRAFIE-PRAGUE",18
"ISL STUD J",18
"J BELIEFS VALUES",99
"J LANG POLIT",29
"REV SIGNOS",29
"TRAMES-J HUMANIT SOC",20
"TRANSINFORMACAO",57
"ENGL LANG LINGUIST",29
"GENDER LANG",29
"HISPANIA-J DEV INTER",29
"J ENGL LINGUIST",29
"LANG VAR CHANGE",29
"POZ STUD CONTEMP LIN",29
"WORLD ENGLISH",29
"ENVIRON ECOL STAT",24
"INT J AVIAT PSYCHOL",9
"J NONPARAMETR STAT",24
"J QUANT LINGUIST",29
"LANG ASSESS Q",29
"QUAL ENG",24
"STAT METHODOL",24
"GAIA",18
"POLAR REC",110
"AMBIX",58
"CENTAURUS",58
"EARLY SCI MED",58
"KNOWL ENG REV",30
"NUNCIUS",58
"ATOM SPECTROSC",28
"BMC BIOPHYS",1
"FOOD HYG SAFE SCI",23
"INFORM MIDEM",28
"IRISH J AGR FOOD RES",31
"CURR ISSUES MOL BIOL",1
"INT J ANAL CHEM",28
"J FOOD SAFETY",23
"ANAL CELL PATHOL",1
"EUR J WOOD WOOD PROD",79
"J CONTEMP PHYS-ARME+",2
"J PESTIC SCI",15
"J RES NATL INST STAN",88
"J WATER CHEM TECHNO+",14
"SORT-STAT OPER RES T",24
"TRAIT SIGNAL",51
"J SOC LEATH TECH CH",109
"MEMBR WATER TREAT",14
"IEEE MICROW MAG",52
"J SEMICOND TECH SCI",52
